VIN (1-10),City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Electric Utility,Longitude,Latitude
5YJSA1CG3D,Bellevue,WA,98004.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
5YJSA1H12E,Auburn,WA,98001.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2849393,47.3384055
KNDJX3AE9J,Seattle,WA,98177.0,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.382425,47.77279
5YJSA1H18E,Bellevue,WA,98004.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
KNDJP3AE1H,Seattle,WA,98125.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.296385,47.71558
KNDJX3AE0G,Pacific,WA,98047.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2509349,47.25013
5YJSA1CN2D,Kirkland,WA,98033.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
WBAJB1C56J,Seattle,WA,98144.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30823,47.581975
KNDJX3AE7G,Bellevue,WA,98005.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16085,47.624515
5YJSA1H29E,Sammamish,WA,98075.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03309,47.58153
KNDJP3AE1G,Seattle,WA,98125.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.296385,47.71558
5YJRE1A11A,Bellevue,WA,98004.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
KNDJP3AE4G,Seattle,WA,98117.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.37275,47.68968
JF2GTDNC5K,Seattle,WA,98107.0,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,34995,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.37815,47.66866
KNDJP3AE7H,Bothell,WA,98011.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20578,47.762405
5YJSA1H10E,Seattle,WA,98109.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34848,47.632405
5YJSA1H25E,Sammamish,WA,98074.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.0313266,47.6285782
WBA8E1C58J,Renton,WA,98059.0,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45600,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.15734,47.487175
WMZYU7C50K,Seattle,WA,98199.0,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.394185,47.639195
5YJSA1S18E,Mercer Island,WA,98040.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2377542,47.582905
KNDJP3AE1G,Maple Valley,WA,98038.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.05191,47.357985
YV4BR0DMXJ,Seattle,WA,98122.0,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30839,47.610365
5YJSA1H26E,Shoreline,WA,98177.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.382425,47.77279
KNDJX3AE2G,Kirkland,WA,98033.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
5YJSA1DP9D,Battle Ground,WA,98604.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.53218,45.77945
5YJSA1DP9C,Bothell,WA,98011.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20578,47.762405
5YJSA1CNXD,Woodinville,WA,98072.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.151665,47.75855
WBAJA9C58J,Sammamish,WA,98074.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,52650,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.0313266,47.6285782
LYVBR0DM3K,Bothell,WA,98011.0,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20578,47.762405
5YJSA1DP3C,Seattle,WA,98199.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.394185,47.639195
5YJSA1CP1D,Mercer Island,WA,98040.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2377542,47.582905
5YJSA1H1XE,Kirkland,WA,98034.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
5YJRE11B08,Port Orchard,WA,98367.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,PUGET SOUND ENERGY INC,-122.6847073,47.50524
5YJSA1DP2C,Covington,WA,98042.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.111625,47.36078
5YJSA1DN1C,Bellevue,WA,98008.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.11832,47.6245
5YJSA1CP6D,Bellevue,WA,98008.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.11832,47.6245
KNDJX3AE8G,Bothell,WA,98011.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20578,47.762405
KNDJX3AE2G,Woodinville,WA,98072.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.151665,47.75855
LYVBR0DM9K,Bainbridge Island,WA,98110.0,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,PUGET SOUND ENERGY INC,-122.5235781,47.6293323
5YJSA1H11E,Bellevue,WA,98006.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16937,47.571015
WBAJB1C57J,Seattle,WA,98119.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.363815,47.63046
YH4K14AA0C,Lake Stevens,WA,98258.0,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,PUGET SOUND ENERGY INC,-122.112265,48.0047
5YJSA1S1XE,Kirkland,WA,98033.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
KNDJP3AE5H,Seatac,WA,98198.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.3219166,47.4013897
5YJSA1H15E,Sammamish,WA,98075.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03309,47.58153
2C4RC1N73K,Seattle,WA,98115.0,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3185,47.67949
5YJSA1DP5C,Brush Prairie,WA,98606.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.5485715,45.7336587
YV4BR0DK2J,Seattle,WA,98119.0,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.363815,47.63046
KNDJP3AE3J,Kirkland,WA,98034.0,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
5YJSA1H14E,Sammamish,WA,98074.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.0313266,47.6285782
KNDJP3AE5H,Maple Valley,WA,98038.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.05191,47.357985
5YJSA1DN1C,Seattle,WA,98125.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.296385,47.71558
5YJSA1DN0D,Shoreline,WA,98133.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34584,47.76726
YV4BR0DL8J,Seattle,WA,98117.0,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.37275,47.68968
WMZYU7C44J,Seattle,WA,98119.0,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36800,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.363815,47.63046
5YJSA1CG0D,Newcastle,WA,98059.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.15734,47.487175
WBAJB1C59K,Bellevue,WA,98006.0,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,55700,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16937,47.571015
5YJSA1CGXD,Medina,WA,98039.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.228025,47.61598
KNDJX3AE4J,Shoreline,WA,98133.0,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34584,47.76726
YV4BR0DL3J,Battle Ground,WA,98604.0,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.53218,45.77945
5YJSA1CN7D,Seattle,WA,98103.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34301,47.659185
5YJSA1DP6C,Lynnwood,WA,98037.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,PUGET SOUND ENERGY INC,-122.297265,47.84182
WBAJB1C51J,Tukwila,WA,98168.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.286465,47.476
LYVBR0DL7K,Seattle,WA,98122.0,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30839,47.610365
YV4BR0DLXJ,Seattle,WA,98121.0,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.344125,47.61546
5YJSA1DP5D,Seattle,WA,98121.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.344125,47.61546
YV4BR0PL9J,Bellevue,WA,98005.0,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16085,47.624515
5YJSA1H21E,Bellevue,WA,98005.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16085,47.624515
5YJSA1DN1C,Sammamish,WA,98075.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03309,47.58153
5YJSA1CN2C,Seattle,WA,98122.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30839,47.610365
KNDJX3AE3G,Maple Valley,WA,98038.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.05191,47.357985
WMZYU7C54K,Lake Forest Park,WA,98155.0,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3175,47.7578146
KNDJX3AE5G,Kent,WA,98031.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2012521,47.3931814
5YJSA1CG7D,Olympia,WA,98502.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.92145,47.045935
5YJSA1DP7D,Seattle,WA,98119.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.363815,47.63046
5YJSA1H12E,Redmond,WA,98052.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
WBA8E1C35H,Vancouver,WA,98683.0,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.4853873,45.6083347
YV4BR0DL7J,Kirkland,WA,98033.0,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
5YJSA1H17E,Bellevue,WA,98008.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.11832,47.6245
KNDJP3AE1H,Bellevue,WA,98006.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16937,47.571015
5YJSA1CN0C,Bellevue,WA,98006.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16937,47.571015
WP1AE2AY7L,Seattle,WA,98122.0,2020,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,81100,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30839,47.610365
KNDJX3AE9J,Kenmore,WA,98028.0,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2504747,47.7617128
JF2GTDNC1K,Seattle,WA,98122.0,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,34995,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30839,47.610365
5YJSA1CP6D,Bremerton,WA,98312.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC,-122.65223,47.57192
WBAJA9C56K,Redmond,WA,98052.0,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,53400,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
5YJSA1S17E,Bellevue,WA,98008.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.11832,47.6245
5YJSA1DN1D,Seattle,WA,98199.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.394185,47.639195
WBAJB1C51J,Federal Way,WA,98003.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.31327,47.32309
5YJSA1CP1D,Arlington,WA,98223.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,-122.12324,48.19485
KNDJP3AE9H,Redmond,WA,98052.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
KNDJX3AE5G,Shoreline,WA,98155.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3175,47.7578146
KNDJX3AE5G,Bothell,WA,98011.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20578,47.762405
YV4BR0PL7J,Seattle,WA,98117.0,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.37275,47.68968
LYVBR0DL9K,Camas,WA,98607.0,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.405565,45.59009
KNDJX3AE4J,Redmond,WA,98052.0,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
LYVBR0DL7K,Ridgefield,WA,98642.0,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.74291,45.818445
5YJSA1DN1D,Camas,WA,98607.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.405565,45.59009
WBA8E1C56H,Vancouver,WA,98683.0,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.4853873,45.6083347
WBA8E1C33H,Seattle,WA,98116.0,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.38679,47.56484
KNDJX3AE2G,Sammamish,WA,98074.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.0313266,47.6285782
1W9WL21B6A,Olympia,WA,98501.0,2010,WHEEGO ELECTRIC CARS,WHEEGO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,100,32995,PUGET SOUND ENERGY INC,-122.89692,47.043535
5YJSA1H15E,Shoreline,WA,98177.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.382425,47.77279
5YJSA1CG7D,Burien,WA,98166.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.341345,47.465925
5YJSA1DN9D,Seattle,WA,98112.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30764,47.62523
5YJSA1DP3D,Ridgefield,WA,98642.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.74291,45.818445
KNDJX3AE5G,Bellevue,WA,98004.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
KNDJX3AE6G,Kent,WA,98031.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2012521,47.3931814
5YJRE1A11A,Seattle,WA,98144.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30823,47.581975
YV4BR0DM0J,Bellevue,WA,98005.0,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16085,47.624515
KNDJX3AE8G,Renton,WA,98058.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.1298876,47.4451257
5YJSA1H11E,Seattle,WA,98112.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30764,47.62523
WMZYU7C55K,Bothell,WA,98012.0,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36900,PUGET SOUND ENERGY INC,-122.1873,47.820245
